id,brandName,productName,price,image_url,discount
4355515,스컬프터,Bad Seed Washed Hoodie Zip-Up Charcoal,97300,https://image.msscdn.net/images/goods_img/20240821/4355515/4355515_17302569001970_500.jpg,30
4648367,아디다스,(무신사 단독) 캠퍼스 00s - 브라운 / JH7605,110990,https://image.msscdn.net/images/goods_img/20241203/4648367/4648367_17334486216218_500.jpg,20
4336486,오헤시오,"DOT BACKPACK, NAVY",165000,https://image.msscdn.net/images/goods_img/20240816/4336486/4336486_17253333910427_500.jpg,0
4464347,이알티알,Reversible Hoodie Zip-Up Check Blue,159200,https://image.msscdn.net/images/goods_img/20240925/4464347/4464347_17276718516289_500.jpg,20
4819406,노운,waffle henleynecklong sleeves (melange grey),62100,https://image.msscdn.net/images/goods_img/20250221/4819406/4819406_17406292396241_500.jpg,10
4741235,분크,Hey Double Pocket Backpack L (헤이 더블 포켓 백팩 라지)_3colors,255000,https://image.msscdn.net/images/goods_img/20250123/4741235/4741235_17398609353280_500.jpg,0
4470122,아디다스,태권도  레이스 - 화이트:블랙 / JS1194,104990,https://image.msscdn.net/images/goods_img/20240927/4470122/4470122_17278445088113_500.jpg,19
4406512,스컬프터,Shirring Tennis Shirt Navy/Green Stripe,64600,https://image.msscdn.net/images/goods_img/20240904/4406512/4406512_17326018998599_500.jpg,15
4431870,오피쉬,"와이드 레오파드 팬츠, 챠콜",76300,https://image.msscdn.net/images/goods_img/20240911/4431870/4431870_17262100867609_500.jpg,30
4624422,와키윌리,메쉬 스트링 백팩 블랙,76300,https://image.msscdn.net/images/goods_img/20241119/4624422/4624422_17327804284931_500.jpg,30
4668949,무르,누오보백(8color),100500,https://image.msscdn.net/images/goods_img/20241217/4668949/4668949_17352715649463_500.jpg,25
4738346,피지컬 에듀케이션 디파트먼트,체크 스타테일 엘보우 패치 후드집업_블랙,80100,https://image.msscdn.net/images/goods_img/20250122/4738346/4738346_17401202176765_500.jpg,10
4757338,커스텀어클락,소프트 베이직 라운드 가디건 차콜 COOSCD020CHARCOAL,35400,https://image.msscdn.net/images/goods_img/20250204/4757338/4757338_17389077511401_500.jpg,40
4609642,리메인세컨드,오버핏 볼륨 워셔블 니트 패키지_4STYLE,9900,https://image.msscdn.net/images/goods_img/20241113/4609642/4609642_17388240346478_500.jpg,70
4832984,오드타입,스킨 싱크 업 쿠션 2타입 (본품+리필),35100,https://image.msscdn.net/images/goods_img/20250225/4832984/4832984_17407184030475_500.jpg,10
4586087,마미케어,EMS 브이쎄라 경락 디바이스(+전용파우치 증정),99000,https://image.msscdn.net/images/goods_img/20241104/4586087/4586087_17406374429520_500.png,51
4735306,디스이즈네버댓,SP Backpack 29 Black,149000,https://image.msscdn.net/images/goods_img/20250122/4735306/4735306_17386539511671_500.jpg,0
4629256,컬럼비아,공용 레드우드 30L 뉴 플러스 백팩,149000,https://image.msscdn.net/images/goods_img/20241121/4629256/4629256_17364928467955_500.jpg,0
4703101,나이키,P-6000 M - 화이트:메탈릭 실버:블랙:블랙 / CD6404-107,139000,https://image.msscdn.net/images/goods_img/20250107/4703101/4703101_17364934037691_500.jpg,0
4447527,언탭트 스튜디오,소프트 베이직 퍼 플리스 집업 자켓 3color,23540,https://image.msscdn.net/images/goods_img/20240920/4447527/4447527_17297527898175_500.jpg,45
